gene,is_xlinked,carrier_count_hkgi,sample_size_hkgi,carrier_rate_hkgi,carrier_rate_CI_Lower_hkgi,carrier_rate_CI_Upper_hkgi,carrier_count_chung,sample_size_chung,carrier_rate_chung,carrier_count_sg,carrier_rate_sg,sample_size_gnomAD-EAS,sample_size_gnomAD-NFE,sample_size_gnomAD-AMR,sample_size_gnomAD-AFR,carrier_rate_gnomAD-EAS,carrier_rate_gnomAD-NFE,carrier_rate_gnomAD-AMR,carrier_rate_gnomAD-AFR,acmg_tier_hkgi,acmg_tier_chung,acmg_tier_sg,acmg_tier_gnomAD-EAS,acmg_tier_gnomAD-NFE,acmg_tier_gnomAD-AMR,acmg_tier_gnomAD-AFR,tier_hkgi,tier_chung,tier_sg,tier_gnomAD-EAS,tier_gnomAD-NFE,tier_gnomAD-AMR,tier_gnomAD-AFR,at_risks_couples_count_hkgi,at_risks_couples_rate_hkgi,at_risks_birth_rate_hkgi,actual_at_risks_couples_count_hkgi,actual_at_risks_couples_rate_hkgi,actual_at_risks_child_count_hkgi,actual_at_risks_positive_child_count_hkgi,actual_at_risks_birth_rate_hkgi,Is in NGS dead zone,Found in ClinGen with AR inheritance but missing in OMIM,OMIM/ClinGen AR Phenotype,AFR Exomes GCF,AFR Genomes GCF,AFR combined GCF,AMR Exomes GCF,AMR Genomes GCF,AMR Combined  GCF,ASJ Exomes GCF,ASJ Genomes GCF,ASJ Combined GCF,EAS Exomes GCF,EAS Genomes GCF,EAS Combined GCF,FIN Exomes GCF,FIN Genomes GCF,FIN Combined GCF,MID Exomes GCF,MID Genomes GCF,NFE Exomes GCF,NFE Genomes GCF,NFE Combined GCF,SAS Exomes GCF,SAS Genomes GCF,SAS Combined GCF,ACMG carrier screening list,FINDIS,Comments,MAX AF,Known technical challenges,>90% GCF contributed by a single variant with variant based GCF >0.5% (suppl table 9)
WASHC4,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.001205,0.000262,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Intellectual developmental disorder, autosomal recessive 43, 615817 (3), Autosomal recessive",0.000239,0.000193,0.000235,0.000134,0.000262,0.000189,ND,ND,ND,ND,ND,ND,0.000112,0.000376,0.000156,ND,ND,0.001311,0.001205,0.001306,ND,ND,ND,0,0,0,0.001311378,0,0
USP18,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Pseudo-TORCH syndrome 2, 617397 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
VWA1,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000392,0.002265,0.00146,0.001115,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neuropathy, hereditary motor, with myopathic features, 619216 (3), Autosomal recessive",0.001718,0.001115,0.001321,0.000955,0.00146,0.001351,0.000504,0.003498,0.001622,0.000286,0.000392,0.000353,0.000219,ND,0.000219,ND,ND,0.002353,0.002265,0.002352,0.000786,0.000415,0.000815,0,0,0,0.003497928,0,0
WDR45B,FALSE,1,18065,0.00006,-5.31E-05,0.000163848,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures, 617977 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000005,ND,0.000005,0.000023,ND,0.000023,0,0,0,2.32E-05,0,0
WDR4,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,9.65E-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Galloway-Mowat syndrome 6, 618347 (3), Autosomal recessive; Microcephaly, growth deficiency, seizures, and brain malformations, 618346 (3), Autosomal recessive",5.98E-05,9.65E-05,0.000102,0.00027,ND,0.00027,ND,ND,ND,0.000101,ND,0.000101,ND,ND,ND,ND,ND,0.000032,ND,0.000032,ND,ND,ND,0,0,0,0.000269707,0,0
WDR11,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000206,0.000131,0.000144,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Intellectual developmental disorder, autosomal recessive 78, 620237 (3), Autosomal recessive",0.000179,0.000144,0.000226,0.000089,0.000131,0.0001,ND,ND,ND,0.000302,ND,0.000302,0.000075,ND,0.000075,ND,ND,0.000214,0.000206,0.000214,0.000052,ND,0.000052,0,0,0,0.000302285,0,0
WDR1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Periodic fever, immunodeficiency, and thrombocytopenia syndrome, 150550 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,0.000095,ND,0.000095,ND,ND,ND,ND,ND,ND,ND,ND,0.000026,ND,0.000026,ND,ND,ND,0,0,0,9.53E-05,0,0
WLS,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000176,,4.83E-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Zaki syndrome, 619648 (3), Autosomal recessive",5.98E-05,4.83E-05,0.000053,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000142,0.000176,0.000145,0.000023,ND,0.000023,0,0,0,0.000176424,0,0
WIPF1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Wiskott-Aldrich syndrome 2, 614493 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
WEE2,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000384,0.000088,0.000262,9.65E-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Oocyte maturation defect 5, 617996 (3), Autosomal recessive",0.000298721,9.65E-05,0.000187,0.000313,0.000262,0.000409,ND,ND,ND,0.000453,0.000384,0.000838,ND,ND,ND,0.001388,ND,0.000121,0.000088,0.000119,0.000743,0.000829,0.000769,0,0,0,0.001387685,0,0
WRAP53,FALSE,1,18065,0.00006,-5.31E-05,0.000163848,,,,,,22448,590031,30019,37545,,0.000029,0.000131,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Dyskeratosis congenita, autosomal recessive 3, 613988 (3), Autosomal recessive",ND,ND,ND,0.002077,0.000131,0.000291,0.000077,ND,0.000077,0.00005,ND,0.00005,0.000037,ND,0.000037,ND,ND,0.000057,0.000029,0.000059,0.000023,ND,0.000023,0,0,0,0.002077239,0,0
WNT7A,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Fuhrmann syndrome, 228930 (3), Autosomal recessive; Ulna and fibula, absence of, with severe limb deficiency, 276820 (3), Autosomal recessive",5.98E-05,ND,0.00006,ND,ND,ND,ND,ND,ND,0.00005,ND,0.00005,ND,ND,ND,ND,ND,0.000013,ND,0.000013,0.000046,ND,0.000046,0,0,0,5.98E-05,0,0
WNT2B,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,9.65E-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Diarrhea 9, 618168 (3), Autosomal recessive",ND,9.65E-05,0.000096,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000011,ND,0.000011,0.000023,ND,0.000023,0,0,0,9.65E-05,0,0
WNT10B,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.000059,0.000131,0.000192957,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Split-hand/foot malformation 6, 225300 (3), Autosomal recessive",0.000298686,0.000192957,0.000273,0.000134,0.000131,0.000156,ND,ND,ND,0.000302,ND,0.000302,0.000037,ND,0.000037,ND,ND,0.000041,0.000059,0.000072,0.000093,ND,0.000093,0,0,0,0.000302267,0,0
UVSSA,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"UV-sensitive syndrome 3, 614640 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00067,ND,0.00067,ND,ND,ND,0.000482,ND,ND,ND,ND,ND,ND,ND,0,0,0,0.000670498,0,0
USP53,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.001547,0.000265,0.001573,0.000387,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Cholestasis, progressive familial intrahepatic, 7, with or without hearing loss, 619658 (3), Autosomal recessive",0.00031,0.000387,0.000428,0.000365,0.001573,0.000797,ND,ND,ND,0.001523,0.001547,0.001564,0.000083,ND,0.000083,ND,ND,0.00032,0.000265,0.000349,0.00022,ND,0.00022,0,0,0,0.00157341,0,0
WARS2,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,0.000385,0.000118,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Parkinsonism-dystonia 3, childhood-onset, 619738 (3), Autosomal recessive; Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures, 617710 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000385,0.000385,0.000038,ND,0.000038,ND,ND,0.00035,0.000118,0.000347,ND,ND,ND,0,0,0,0.000385356,0,0
TTC21A,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.001852,0.001306,0.000433,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Spermatogenic failure 37, 618429 (3), Autosomal recessive",0.000239,0.000433,0.000346,0.002417,0.001306,0.002133,0.001685,0.002305,0.001758,0.000252,ND,0.000252,0.000075,ND,0.000075,0.000695,ND,0.002308,0.001852,0.002282,ND,ND,ND,0,0,0,0.002417081,0,0
TTC12,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000382,,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Ciliary dyskinesia, primary, 45, 618801 (3), Autosomal recessive",0.00006,0.000145,0.000205,0.000045,ND,0.000045,0.000077,ND,0.000077,ND,ND,ND,ND,ND,ND,ND,ND,0.000574,0.000382,0.000563,0.000046,ND,0.000046,0,0,0,0.000574035,0,0
TUBGCP2,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000384,0.000323,,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Pachygyria, microcephaly, developmental delay, and dysmorphic facies, with or without seizures, 618737 (3), Autosomal recessive",ND,0.000145,0.000145,0.000313,ND,0.000313,ND,ND,ND,0.000252,0.000384,0.000267,0.000037,ND,0.000037,ND,ND,0.000313,0.000323,0.000314,0.000185,0.001654,0.000263,0,0,0,0.00165426,0,0
TUBB8,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000387,0.000532,0.000262,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Oocyte maturation defect 2, 616780 (3), Autosomal recessive",ND,0.000193,0.000193,0.000045,0.000262,0.000307,ND,ND,ND,0.00005,0.000387,0.000437,0.000113,0.002497,0.002434,0.000457,ND,0.000101,0.000532,0.000632,0.000023,ND,0.000023,0,0,0,0.002496531,0,0
TTPA,FALSE,1,18065,0.00006,-5.31E-05,0.000163848,,,,,,22448,590031,30019,37545,0.000387,0.000824,0.000655,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Ataxia with isolated vitamin E deficiency, 277460 (3), Autosomal recessive",ND,0.000193,0.000193,0.000876,0.000655,0.001045,0.000697,0.000576,0.000681,0.000328,0.000387,0.000366,0.000282,ND,0.000282,ND,ND,0.000909,0.000824,0.000969,0.000139,ND,0.000139,0,0,0,0.001044746,0,0
TTI2,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.000088,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Intellectual developmental disorder, autosomal recessive 39, 615541 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000101,ND,0.000101,ND,ND,ND,ND,ND,0.000135,0.000088,0.000132,0.000093,0.000415,0.00011,0,0,0,0.000414594,0,0
TXNDC15,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000382,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Meckel syndrome 14, 619879 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000353,ND,0.000353,0.000037,ND,0.000037,0.000347,ND,0.000083,0.000382,0.0001,0.000121,0.001243,0.000587,0,0,0,0.001242579,0,0
TWIST2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,0.000393,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Focal facial dermal dysplasia 3, Setleis type, 227260 (3), Autosomal recessive",ND,ND,ND,0.000243,0.000393,0.000283,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0.000392516,0,0
TULP3,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000383,0.000131,0.000194,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hepatorenocardiac degenerative fibrosis, 619902 (3), Autosomal recessive",0.00006,0.000194,0.000199,0.000232,0.000131,0.000364,ND,ND,ND,0.000252,ND,0.000252,ND,ND,ND,ND,ND,0.000545,0.000383,0.000537,0.000192,0.000417,0.00021,0,0,0,0.000545196,0,0
TRAPPC6B,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000029,0.000131,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy, 617862 (3), Autosomal recessive",ND,0.000241,0.000241,0.000657,0.000131,0.000788,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000098,0.000029,0.000097,0.000124,ND,0.000124,0,0,0,0.000788449,0,0
TRAPPC4,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000882,,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy, 618741 (3), Autosomal recessive",ND,0.000193,0.000193,0.000268,ND,0.000268,ND,ND,ND,ND,ND,ND,0.000462,0.000377,0.000447,ND,ND,0.00095,0.000882,0.000946,0.000371,0.001244,0.000418,0,0,0,0.001243781,0,0
TRAPPC2L,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,0.000522,0.000096,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Encephalopathy, progressive, early-onset, with episodic rhabdomyolysis, 618331 (3), Autosomal recessive",0.000065,0.000096,0.000083,0.000045,0.000522,0.000567,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000032,ND,0.000032,ND,ND,ND,0,0,0,0.000567185,0,0
TRAPPC12,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000059,,0.000096,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Encephalopathy, progressive, early-onset, with brain atrophy and spasticity, 617669 (3), Autosomal recessive",0.00016,0.000096,0.000158,0.000134,ND,0.000134,ND,ND,ND,0.000357,ND,0.000357,ND,0.000188,0.000188,0.000486,ND,0.000119,0.000059,0.00012,0.000028,ND,0.000028,0,0,0,0.000485673,0,0
TRAPPC10,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neurodevelopmental disorder with microcephaly, short stature, and speech delay, 620027 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000002,ND,0.000002,ND,ND,ND,0,0,0,0.000001799,0,0
UGP2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Developmental and epileptic encephalopathy 83, 618744 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,0.001152,0.001152,0.00005,ND,0.00005,ND,ND,ND,ND,ND,0.00002,ND,0.00002,0.000977,0.001242,0.000991,0,0,0,0.001241722,0,0
TRHR,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000059,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hypothyroidism, congenital, nongoitrous, 7, 618573 (3), Autosomal recessive",ND,0.000048,0.000048,ND,ND,ND,ND,ND,ND,0.00005,ND,0.00005,0.000075,0.000377,0.000125,0.000693,ND,0.000085,0.000059,0.000084,ND,ND,ND,0,0,0,0.000693481,0,0
TRH,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Thyrotropin-releasing hormone deficiency, 275120 (1), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
TREM2,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000385,0.000118,0.000131,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2, 618193 (3), Autosomal recessive",0.000299,0.000241,0.000266,0.000182,0.000131,0.000192,0.000538,0.001152,0.00061,0.00005,0.000385,0.000089,0.000075,0.000188,0.0001,ND,ND,0.000218,0.000118,0.000216,0.000904,0.000828,0.000908,0,0,0,0.001152074,0,0
TREH,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Trehalase deficiency, 612119 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
TRMT10C,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000294,0.001048,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Combined oxidative phosphorylation deficiency 30, 616974 (3), Autosomal recessive",ND,0.000048,0.000048,0.000584,0.001048,0.000702,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000347,ND,0.000277,0.000294,0.000278,0.000163,ND,0.000163,0,0,0,0.001047532,0,0
TRMT1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000765,0.000918,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Intellectual developmental disorder, autosomal recessive 68, 618302 (3), Autosomal recessive",0.00006,0.000145,0.00015,0.000805,0.000918,0.001046,0.000536,ND,0.000536,0.000464,ND,0.000464,0.000151,ND,0.000151,ND,ND,0.000796,0.000765,0.0008,0.000507,0.000827,0.000537,0,0,0,0.001045646,0,0
TRIP13,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Oocyte maturation defect 9, 619011 (3), Autosomal recessive; Mosaic variegated aneuploidy syndrome 3, 617598 (3), Autosomal recessive",0.00012,0.000048,0.000114,0.000092,ND,0.000092,ND,ND,ND,0.000102,ND,0.000102,ND,ND,ND,0.000351,ND,0.000076,ND,0.000076,0.000046,ND,0.000046,0,0,0,0.00035137,0,0
TSEN15,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Pontocerebellar hypoplasia, type 2F, 617026 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000004,ND,0.000004,ND,ND,ND,0,0,0,3.60E-06,0,0
TRU-TCA1-1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Thyroid hormone metabolism, abnormal, 3, 620198 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
TRPV6,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.001163,0.000118,0.003137,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hyperparathyroidism, transient neonatal, 618188 (3), Autosomal recessive",0.000119,0.000193,0.000258,0.000541,0.003137,0.001347,ND,ND,ND,0.004877,0.001163,0.004506,ND,ND,ND,ND,ND,0.000036,0.000118,0.00007,0.001832,0.00166,0.001834,0,0,0,0.004876831,0,0
TRPM6,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,0.000385,0.000118,,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hypomagnesemia 1, intestinal, 602014 (3), Autosomal recessive",0.00006,0.000145,0.000204,0.000134,ND,0.000134,0.000077,ND,0.000077,0.000106,0.000385,0.000491,ND,ND,ND,ND,ND,0.000152,0.000118,0.000156,0.000278,ND,0.000278,0,0,0,0.000491034,0,0
TRPM1,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.00385,0.000764,0.001439,0.001255,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,TRUE,"TRPM1-related retinopathy, Autosomal recessive",0.003817,0.001255,0.002839,0.002292,0.001439,0.0022,0.000077,ND,0.000077,0.00263,0.00385,0.002831,0.000225,ND,0.000225,0.003531,0.006329,0.001125,0.000764,0.001182,0.001731,0.000828,0.001728,0,0,0,0.006329114,0,0
TNFRSF13C,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Immunodeficiency, common variable, 4, 613494 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000124,ND,0.000124,ND,ND,0.000006,ND,0.000006,0.00003,ND,0.00003,0,0,0,0.0001242,0,0
